Hall,Floor,Room,Bed Name,Room Type
150 Elm Street,1,101,A,Single
150 Elm Street,1,102,A,Single
150 Elm Street,1,103,A,Single
150 Elm Street,2,202,A,Single
150 Elm Street,2,203,A,Single
150 Elm Street,2,204,A,Single
150 Elm Street,3,301,A,Single
150 Elm Street,3,302,A,Single
150 Elm Street,3,303,A,Single
150 Elm Street,3,304,A,Single
54 Green Street,2,202,A,Single
54 Green Street,2,203,A,Single
54 Green Street,2,204,A,Single
54 Green Street,2,205,A,Single
54 Green Street,2,206,A,Single
54 Green Street,3,301,A,Single
54 Green Street,3,303,A,Single
54 Green Street,3,304,A,Single
54 Green Street,3,305,A,Single
54 Green Street,3,306,A,Single
54 Green Street,3,307,A,Single
Albright House,1,101,A,Double
Albright House,1,101,B,Double
Albright House,1,105,A,Double
Albright House,1,105,B,Double
Albright House,2,205,A,Single
Albright House,2,206,A,Single
Albright House,2,207,A,Single
Albright House,2,208,A,Single
Albright House,2,209,A,Double
Albright House,2,209,B,Double
Albright House,2,211,A,Double
Albright House,2,211,B,Double
Albright House,2,212,A,Double
Albright House,2,212,B,Double
Albright House,2,213,A,Single
Albright House,2,214,A,Triple
Albright House,2,214,B,Triple
Albright House,2,214,C,Triple
Albright House,2,215,A,Double
Albright House,2,215,B,Double
Albright House,2,216,A,Double
Albright House,2,216,B,Double
Albright House,3,302,A,Single
Albright House,3,303,A,Single
Albright House,3,304,A,Single
Albright House,3,305,A,Single
Albright House,3,306,A,Single
Albright House,3,307,A,Single
Albright House,3,308,A,Single
Albright House,3,309,A,Double
Albright House,3,309,B,Double
Albright House,3,310,A,Single
Albright House,3,311,A,Double
Albright House,3,311,B,Double
Albright House,3,312,A,Double
Albright House,3,312,B,Double
Albright House,3,314,A,Triple
Albright House,3,314,B,Triple
Albright House,3,314,C,Triple
Albright House,3,315,A,Double
Albright House,3,315,B,Double
Albright House,3,316,A,Double
Albright House,3,316,B,Double
Albright House,4,402,A,Double
Albright House,4,402,B,Double
Albright House,4,403,A,Double
Albright House,4,403,B,Double
Albright House,4,404,A,Double
Albright House,4,404,B,Double
Albright House,4,406,A,Double
Albright House,4,406,B,Double
Albright House,4,407,A,Single
Albright House,4,408,A,Double
Albright House,4,408,B,Double
Albright House,4,409,A,Single
Albright House,4,410,A,Single
Albright House,4,411,A,Double
Albright House,4,411,B,Double
Albright House,4,412,A,Double
Albright House,4,412,B,Double
Albright House,4,413,A,Double
Albright House,4,413,B,Double
Baldwin House,0,1,A,Quadruple
Baldwin House,0,1,B,Quadruple
Baldwin House,0,1,C,Quadruple
Baldwin House,0,1,D,Quadruple
Baldwin House,0,2,A,Double
Baldwin House,0,2,B,Double
Baldwin House,0,3,A,Triple
Baldwin House,0,3,B,Triple
Baldwin House,0,3,C,Triple
Baldwin House,1,102,A,Triple
Baldwin House,1,102,B,Triple
Baldwin House,1,102,C,Triple
Baldwin House,1,103,A,Double
Baldwin House,1,103,B,Double
Baldwin House,2,201,A,Triple
Baldwin House,2,201,B,Triple
Baldwin House,2,201,C,Triple
Baldwin House,2,202,A,Triple
Baldwin House,2,202,B,Triple
Baldwin House,2,202,C,Triple
Baldwin House,2,203,A,Single
Baldwin House,2,204,A,Double
Baldwin House,2,204,B,Double
Baldwin House,2,205,A,Single
Baldwin House,2,207,A,Double
Baldwin House,2,207,B,Double
Baldwin House,2,208,A,Single
Baldwin House,2,209,A,Single
Baldwin House,2,210,A,Single
Baldwin House,2,211,A,Single
Baldwin House,2,213,A,Double
Baldwin House,2,213,B,Double
Baldwin House,3,301,A,Triple
Baldwin House,3,301,B,Triple
Baldwin House,3,301,C,Triple
Baldwin House,3,302,A,Triple
Baldwin House,3,302,B,Triple
Baldwin House,3,302,C,Triple
Baldwin House,3,304,A,Double
Baldwin House,3,304,B,Double
Baldwin House,3,305,A,Single
Baldwin House,3,307,A,Double
Baldwin House,3,307,B,Double
Baldwin House,3,309,A,Single
Baldwin House,3,310,A,Single
Baldwin House,3,312,A,Single
Baldwin House,3,313,A,Double
Baldwin House,3,313,B,Double
Baldwin House,4,401,A,Single
Baldwin House,4,404,A,Single
Baldwin House,4,405,A,Single
Baldwin House,4,407,A,Single
Baldwin House,4,408,A,Single
Baldwin House,4,409,A,Single
Baldwin House,4,410,A,Single
Baldwin House,4,412,A,Single
Baldwin House,4,413,A,Single
Baldwin House,4,414,A,Single
Baldwin House,4,415,A,Single
Baldwin House,4,416,A,Single
Baldwin House,4,417,A,Single
Baldwin House,4,418,A,Single
Capen House,1,103,A,Double
Capen House,1,103,B,Double
Capen House,1,104,A,Double
Capen House,1,104,B,Double
Capen House,1,105,A,Double
Capen House,1,105,B,Double
Capen House,1,107,A,Double
Capen House,1,107,B,Double
Capen House,1,110,A,Double
Capen House,1,110,B,Double
Capen House,1,111,A,Double
Capen House,1,111,B,Double
Capen House,1,112,A,Single
Capen House,2,201,A,Single
Capen House,2,202,A,Single
Capen House,2,203,A,Single
Capen House,2,204,A,Single
Capen House,2,205,A,Single
Capen House,2,206,A,Single
Capen House,2,207,A,Double
Capen House,2,207,B,Double
Capen House,2,208,A,Single
Capen House,2,209,A,Single
Capen House,2,211,A,Single
Capen House,2,212,A,Single
Capen House,2,213,A,Single
Capen House,2,215,A,Single
Capen House,2,216,A,Single
Capen House,2,217,A,Double
Capen House,2,217,B,Double
Capen House,2,218,A,Double
Capen House,2,218,B,Double
Capen House,2,219,A,Double
Capen House,2,219,B,Double
Capen House,2,220,A,Single
Capen House,2,221,A,Double
Capen House,2,221,B,Double
Capen House,2,222,A,Double
Capen House,2,222,B,Double
Capen House,2,223,A,Single
Capen House,2,224,A,Double
Capen House,2,224,B,Double
Capen House,2,225,A,Double
Capen House,2,225,B,Double
Capen House,2,226,A,Double
Capen House,2,226,B,Double
Capen House,3,301,A,Single
Capen House,3,302,A,Double
Capen House,3,302,B,Double
Capen House,3,303,A,Double
Capen House,3,303,B,Double
Capen House,3,304,A,Single
Capen House,3,305,A,Single
Capen House,3,306,A,Double
Capen House,3,306,B,Double
Capen House,3,307,A,Double
Capen House,3,307,B,Double
Capen House,3,309,A,Double
Capen House,3,309,B,Double
Capen House,3,311,A,Double
Capen House,3,311,B,Double
Capen House,3,312,A,Double
Capen House,3,312,B,Double
Chapin House,1,103,A,Triple
Chapin House,1,103,B,Triple
Chapin House,1,103,C,Triple
Chapin House,2,203,A,Single
Chapin House,2,204,A,Single
Chapin House,2,206,A,Single
Chapin House,2,207,A,Single
Chapin House,2,209,A,Double
Chapin House,2,209,B,Double
Chapin House,2,211,A,Single
Chapin House,2,212,A,Single
Chapin House,2,213,A,Double
Chapin House,2,213,B,Double
Chapin House,2,214,A,Double
Chapin House,2,214,B,Double
Chapin House,2,216,A,Double
Chapin House,2,216,B,Double
Chapin House,2,217,A,Double
Chapin House,2,217,B,Double
Chapin House,2,218,A,Double
Chapin House,2,218,B,Double
Chapin House,2,219,A,Double
Chapin House,2,219,B,Double
Chapin House,3,302,A,Single
Chapin House,3,303,A,Single
Chapin House,3,304,A,Single
Chapin House,3,305,A,Single
Chapin House,3,306,A,Single
Chapin House,3,307,A,Single
Chapin House,3,309,A,Double
Chapin House,3,309,B,Double
Chapin House,3,310,A,Single
Chapin House,3,311,A,Single
Chapin House,3,312,A,Single
Chapin House,3,313,A,Single
Chapin House,3,314,A,Double
Chapin House,3,314,B,Double
Chapin House,3,315,A,Single
Chapin House,3,316,A,Double
Chapin House,3,316,B,Double
Chapin House,3,317,A,Single
Chapin House,3,318,A,Double
Chapin House,3,318,B,Double
Chapin House,3,319,A,Double
Chapin House,3,319,B,Double
Chapin House,4,403,A,Single
Chapin House,4,404,A,Single
Chapin House,4,405,A,Single
Chapin House,4,406,A,Double
Chapin House,4,406,B,Double
Chapin House,4,407,A,Double
Chapin House,4,407,B,Double
Chapin House,4,408,A,Double
Chapin House,4,408,B,Double
Chapin House,4,409,A,Double
Chapin House,4,409,B,Double
Chapin House,4,410,A,Double
Chapin House,4,410,B,Double
Chapin House,4,411,A,Double
Chapin House,4,411,B,Double
Chapin House,4,412,A,Double
Chapin House,4,412,B,Double
Chase House,2,201,A,Single
Chase House,2,202,A,Single
Chase House,2,204,A,Single
Chase House,2,205,A,Single
Chase House,2,206,A,Single
Chase House,2,207,A,Single
Chase House,2,208,A,Single
Chase House,2,209,A,Single
Chase House,2,210,A,Single
Chase House,2,211,A,Single
Chase House,2,212,A,Single
Chase House,2,213,A,Single
Chase House,2,214,A,Single
Chase House,2,215,A,Single
Chase House,2,216,A,Single
Chase House,2,217,A,Single
Chase House,2,218,A,Single
Chase House,2,219,A,Single
Chase House,2,220,A,Single
Chase House,2,221,A,Single
Chase House,2,222,A,Single
Chase House,2,223,A,Single
Chase House,2,224,A,Single
Chase House,2,225,A,Single
Chase House,2,226,A,Single
Chase House,2,227,A,Single
Chase House,2,228,A,Single
Chase House,3,301,A,Single
Chase House,3,302,A,Single
Chase House,3,303,A,Single
Chase House,3,304,A,Single
Chase House,3,305,A,Single
Chase House,3,306,A,Single
Chase House,3,307,A,Single
Chase House,3,308,A,Single
Chase House,3,309,A,Single
Chase House,3,310,A,Single
Chase House,3,311,A,Single
Chase House,3,312,A,Single
Chase House,3,313,A,Single
Chase House,3,315,A,Single
Chase House,3,316,A,Single
Chase House,3,317,A,Single
Chase House,3,318,A,Single
Chase House,3,319,A,Single
Chase House,3,320,A,Single
Chase House,3,321,A,Single
Chase House,3,322,A,Single
Chase House,3,323,A,Single
Chase House,3,325,A,Single
Chase House,3,327,A,Single
Comstock House,1,101,A,Double
Comstock House,1,101,B,Double
Comstock House,1,102,A,Triple
Comstock House,1,102,B,Triple
Comstock House,1,102,C,Triple
Comstock House,1,103,A,Triple
Comstock House,1,103,B,Triple
Comstock House,1,103,C,Triple
Comstock House,1,104,A,Double
Comstock House,1,104,B,Double
Comstock House,2,201,A,Double
Comstock House,2,201,B,Double
Comstock House,2,202,A,Single
Comstock House,2,203,A,Single
Comstock House,2,204,A,Double
Comstock House,2,204,B,Double
Comstock House,2,206,A,Single
Comstock House,2,207,A,Single
Comstock House,2,210,A,Single
Comstock House,2,211,A,Single
Comstock House,2,212,A,Single
Comstock House,2,213,A,Single
Comstock House,2,214,A,Single
Comstock House,2,215,A,Single
Comstock House,2,216,A,Single
Comstock House,2,217,A,Single
Comstock House,2,218,A,Single
Comstock House,2,219,A,Single
Comstock House,2,220,A,Single
Comstock House,2,221,A,Single
Comstock House,2,223,A,Single
Comstock House,2,224,A,Double
Comstock House,2,224,B,Double
Comstock House,2,225,A,Double
Comstock House,2,225,B,Double
Comstock House,2,226,A,Single
Comstock House,2,227,A,Single
Comstock House,2,228,A,Single
Comstock House,2,229,A,Single
Comstock House,2,231,A,Single
Comstock House,2,232,A,Single
Comstock House,2,233,A,Single
Comstock House,2,234,A,Single
Comstock House,2,235,A,Double
Comstock House,2,235,B,Double
Comstock House,3,301,A,Double
Comstock House,3,301,B,Double
Comstock House,3,302,A,Single
Comstock House,3,303,A,Single
Comstock House,3,304,A,Double
Comstock House,3,304,B,Double
Comstock House,3,305,A,Single
Comstock House,3,306,A,Single
Comstock House,3,307,A,Single
Comstock House,3,308,A,Single
Comstock House,3,309,A,Single
Comstock House,3,311,A,Single
Comstock House,3,312,A,Single
Comstock House,3,313,A,Single
Comstock House,3,314,A,Single
Comstock House,3,315,A,Single
Comstock House,3,316,A,Single
Comstock House,3,317,A,Single
Comstock House,3,318,A,Single
Comstock House,3,319,A,Single
Comstock House,3,320,A,Single
Comstock House,3,321,A,Single
Comstock House,3,322,A,Single
Comstock House,3,323,A,Single
Comstock House,3,324,A,Single
Comstock House,3,325,A,Single
Comstock House,3,326,A,Single
Comstock House,3,327,A,Single
Comstock House,3,328,A,Single
Comstock House,3,329,A,Single
Comstock House,3,330,A,Double
Comstock House,3,330,B,Double
Cromwell House,1,111,A,Friedman Single
Cromwell House,1,112,A,Friedman Single
Cromwell House,1,113,A,Friedman Single
Cromwell House,1,114,A,Friedman Single
Cromwell House,2,201,A,Friedman Single
Cromwell House,2,202,A,Friedman Single
Cromwell House,2,203,A,Friedman Single
Cromwell House,2,204,A,Friedman Single
Cromwell House,2,211,A,Friedman Single
Cromwell House,2,212,A,Friedman Single
Cromwell House,2,213,A,Friedman Single
Cromwell House,2,214,A,Friedman Single
Cushing House,1,101,A,Triple
Cushing House,1,101,B,Triple
Cushing House,1,101,C,Triple
Cushing House,1,102,A,Triple
Cushing House,1,102,B,Triple
Cushing House,1,102,C,Triple
Cushing House,2,201,A,Single
Cushing House,2,203,A,Single
Cushing House,2,204,A,Single
Cushing House,2,205,A,Single
Cushing House,2,206,A,Single
Cushing House,2,207,A,Single
Cushing House,2,208,A,Single
Cushing House,2,209,A,Single
Cushing House,2,210,A,Single
Cushing House,2,211,A,Single
Cushing House,2,213,A,Single
Cushing House,2,214,A,Single
Cushing House,2,215,A,Single
Cushing House,2,216,A,Single
Cushing House,2,217,A,Single
Cushing House,2,218,A,Single
Cushing House,2,219,A,Single
Cushing House,2,220,A,Single
Cushing House,2,221,A,Single
Cushing House,2,222,A,Single
Cushing House,2,223,A,Single
Cushing House,3,301,A,Single
Cushing House,3,302,A,Single
Cushing House,3,303,A,Single
Cushing House,3,304,A,Single
Cushing House,3,305,A,Single
Cushing House,3,306,A,Single
Cushing House,3,307,A,Single
Cushing House,3,308,A,Single
Cushing House,3,309,A,Single
Cushing House,3,310,A,Single
Cushing House,3,311,A,Single
Cushing House,3,313,A,Single
Cushing House,3,314,A,Single
Cushing House,3,315,A,Single
Cushing House,3,316,A,Single
Cushing House,3,317,A,Single
Cushing House,3,318,A,Single
Cushing House,3,319,A,Double
Cushing House,3,319,B,Double
Cushing House,3,321,A,Single
Cushing House,3,322,A,Single
Cushing House,3,323,A,Single
Cushing House,3,324,A,Single
Cushing House,3,325,A,Single
Cushing House,3,326,A,Single
Cushing House,4,401,A,Double
Cushing House,4,401,B,Double
Cushing House,4,403,A,Double
Cushing House,4,403,B,Double
Cushing House,4,405,A,Single
Cushing House,4,406,A,Single
Cushing House,4,407,A,Double
Cushing House,4,407,B,Double
Cushing House,4,408,A,Single
Cushing House,4,409,A,Double
Cushing House,4,409,B,Double
Cushing House,4,410,A,Double
Cushing House,4,410,B,Double
Cushing House,4,411,A,Double
Cushing House,4,411,B,Double
Cushing House,4,412,A,Single
Cushing House,4,413,A,Double
Cushing House,4,413,B,Double
Cushing House,4,414,A,Single
Cushing House,4,415,A,Single
Cushing House,4,416,A,Single
Cushing House,4,417,A,Double
Cushing House,4,417,B,Double
Cutter House,2,201,A,Double
Cutter House,2,201,B,Double
Cutter House,2,202,A,Single
Cutter House,2,203,A,Single
Cutter House,2,204,A,Single
Cutter House,2,205,A,Single
Cutter House,2,206,A,Single
Cutter House,2,207,A,Single
Cutter House,2,210,A,Single
Cutter House,2,211,A,Single
Cutter House,2,212,A,Single
Cutter House,2,214,A,Single
Cutter House,2,215,A,Single
Cutter House,2,216,A,Double
Cutter House,2,216,B,Double
Cutter House,2,217,A,Double
Cutter House,2,217,B,Double
Cutter House,2,220,A,Single
Cutter House,2,221,A,Single
Cutter House,2,222,A,Single
Cutter House,2,223,A,Single
Cutter House,2,226,A,Single
Cutter House,2,227,A,Single
Cutter House,2,228,A,Single
Cutter House,2,229,A,Single
Cutter House,2,230,A,Single
Cutter House,2,232,A,Double
Cutter House,2,232,B,Double
Cutter House,2,233,A,Single
Cutter House,2,234,A,Single
Cutter House,3,301,A,Double
Cutter House,3,301,B,Double
Cutter House,3,302,A,Single
Cutter House,3,303,A,Single
Cutter House,3,304,A,Single
Cutter House,3,305,A,Single
Cutter House,3,306,A,Single
Cutter House,3,307,A,Single
Cutter House,3,308,A,Single
Cutter House,3,309,A,Single
Cutter House,3,311,A,Single
Cutter House,3,312,A,Single
Cutter House,3,313,A,Single
Cutter House,3,314,A,Single
Cutter House,3,316,A,Double
Cutter House,3,316,B,Double
Cutter House,3,317,A,Double
Cutter House,3,317,B,Double
Cutter House,3,318,A,Single
Cutter House,3,319,A,Single
Cutter House,3,320,A,Single
Cutter House,3,321,A,Single
Cutter House,3,322,A,Single
Cutter House,3,323,A,Single
Cutter House,3,324,A,Single
Cutter House,3,325,A,Single
Cutter House,3,326,A,Single
Cutter House,3,327,A,Single
Cutter House,3,328,A,Single
Cutter House,3,329,A,Single
Cutter House,3,330,A,Single
Cutter House,3,331,A,Single
Cutter House,3,332,A,Double
Cutter House,3,332,B,Double
Cutter House,3,333,A,Single
DeCora House,1,111,A,Friedman Single
DeCora House,1,112,A,Friedman Single
DeCora House,1,113,A,Friedman Single
DeCora House,1,114,A,Friedman Single
DeCora House,2,201,A,Friedman Single
DeCora House,2,202,A,Friedman Single
DeCora House,2,203,A,Friedman Single
DeCora House,2,204,A,Friedman Single
DeCora House,2,211,A,Friedman Single
DeCora House,2,212,A,Friedman Single
DeCora House,2,213,A,Friedman Single
DeCora House,2,214,A,Friedman Single
Duckett House,1,102,A,Double
Duckett House,1,102,B,Double
Duckett House,1,103,A,Double
Duckett House,1,103,B,Double
Duckett House,2,201,A,Double
Duckett House,2,201,B,Double
Duckett House,2,204,A,Double
Duckett House,2,204,B,Double
Duckett House,2,206,A,Single
Duckett House,2,207,A,Single
Duckett House,2,208,A,Double
Duckett House,2,208,B,Double
Duckett House,2,209,A,Double
Duckett House,2,209,B,Double
Duckett House,3,301,A,Double
Duckett House,3,301,B,Double
Duckett House,3,302,A,Single
Duckett House,3,303,A,Single
Duckett House,3,304,A,Single
Duckett House,3,305,A,Single
Duckett House,3,306,A,Double
Duckett House,3,306,B,Double
Duckett House,3,307,A,Double
Duckett House,3,307,B,Double
Duckett House,4,401,A,Single
Duckett House,4,402,A,Single
Duckett House,4,403,A,Single
Duckett House,4,404,A,Single
Duckett House,4,405,A,Single
Emerson House,1,102,A,Triple
Emerson House,1,102,B,Triple
Emerson House,1,102,C,Triple
Emerson House,2,201,A,Single
Emerson House,2,202,A,Single
Emerson House,2,203,A,Single
Emerson House,2,204,A,Single
Emerson House,2,205,A,Single
Emerson House,2,206,A,Single
Emerson House,2,208,A,Single
Emerson House,2,209,A,Single
Emerson House,2,210,A,Single
Emerson House,2,211,A,Single
Emerson House,2,212,A,Single
Emerson House,2,214,A,Single
Emerson House,2,215,A,Single
Emerson House,2,216,A,Single
Emerson House,2,217,A,Single
Emerson House,2,219,A,Single
Emerson House,2,220,A,Single
Emerson House,2,221,A,Single
Emerson House,2,222,A,Single
Emerson House,2,223,A,Single
Emerson House,2,224,A,Single
Emerson House,2,225,A,Single
Emerson House,2,226,A,Single
Emerson House,2,227,A,Single
Emerson House,2,228,A,Single
Emerson House,2,229,A,Single
Emerson House,2,231,A,Single
Emerson House,2,232,A,Single
Emerson House,2,233,A,Single
Emerson House,2,234,A,Single
Emerson House,2,235,A,Single
Emerson House,3,301,A,Single
Emerson House,3,303,A,Single
Emerson House,3,305,A,Single
Emerson House,3,306,A,Single
Emerson House,3,307,A,Single
Emerson House,3,308,A,Single
Emerson House,3,310,A,Single
Emerson House,3,311,A,Single
Emerson House,3,312,A,Single
Emerson House,3,314,A,Single
Emerson House,3,315,A,Single
Emerson House,3,316,A,Single
Emerson House,3,317,A,Single
Emerson House,3,320,A,Single
Emerson House,3,321,A,Single
Emerson House,3,322,A,Single
Emerson House,3,323,A,Single
Emerson House,3,324,A,Single
Emerson House,3,325,A,Single
Emerson House,3,326,A,Single
Emerson House,4,401,A,Double
Emerson House,4,401,B,Double
Emerson House,4,402,A,Double
Emerson House,4,402,B,Double
Emerson House,4,403,A,Double
Emerson House,4,403,B,Double
Emerson House,4,404,A,Double
Emerson House,4,404,B,Double
Emerson House,4,405,A,Double
Emerson House,4,405,B,Double
Emerson House,4,406,A,Double
Emerson House,4,406,B,Double
Emerson House,4,407,A,Double
Emerson House,4,407,B,Double
Emerson House,4,408,A,Double
Emerson House,4,408,B,Double
Emerson House,4,409,A,Double
Emerson House,4,409,B,Double
Emerson House,4,410,A,Double
Emerson House,4,410,B,Double
Emerson House,4,411,A,Double
Emerson House,4,411,B,Double
Gardiner House,1,101,A,Triple
Gardiner House,1,101,B,Triple
Gardiner House,1,101,C,Triple
Gardiner House,1,102,A,Double
Gardiner House,1,102,B,Double
Gardiner House,1,104,A,Single
Gardiner House,1,105,A,Triple
Gardiner House,1,105,B,Triple
Gardiner House,1,105,C,Triple
Gardiner House,2,201,A,Single
Gardiner House,2,202,A,Single
Gardiner House,2,203,A,Single
Gardiner House,2,204,A,Single
Gardiner House,2,205,A,Single
Gardiner House,2,206,A,Single
Gardiner House,2,207,A,Single
Gardiner House,2,208,A,Single
Gardiner House,2,209,A,Single
Gardiner House,2,210,A,Single
Gardiner House,2,212,A,Single
